,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total
8717,Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,0.0,10.0,0.0,0.0,10.0
8718,Fight Club,PS2,2004.0,Fighting,Vivendi Games,90.0,70.0,0.0,20.0,180.0
8719,Lumines ll,PSP,2006.0,Puzzle,Disney Interactive Studios,120.0,120.0,0.0,70.0,310.0
8720,The Evil Within,XOne,2014.0,Action,Bethesda Softworks,350.0,250.0,0.0,50.0,650.0
8721,Hellboy: The Science of Evil,PSP,2008.0,Action,Konami Digital Entertainment,40.0,0.0,0.0,0.0,40.0
8722,MX Unleashed,XB,2004.0,Racing,THQ,340.0,80.0,0.0,20.0,440.0
8723,Castlevania: Legacy of Darkness,N64,1999.0,Platform,Konami Digital Entertainment,60.0,20.0,50.0,0.0,130.0
8724,Alien,2600,1981.0,Action,20th Century Fox Video Games,740.0,40.0,0.0,10.0,790.0
8725,Spyro Orange: The Cortex Conspiracy,GBA,2004.0,Action,Vivendi Games,410.0,150.0,0.0,10.0,570.0
8726,Doko Demo Issho: Let's Gakkou!,PSP,2006.0,Misc,Sony Computer Entertainment,0.0,0.0,40.0,0.0,40.0
8727,Famicom Mini: Adventure Island,GBA,2004.0,Action,Hudson Soft,0.0,0.0,80.0,0.0,80.0
8728,STORM: Frontline Nation,PC,2011.0,Strategy,Unknown,0.0,10.0,0.0,0.0,10.0
8729,Biohazard: Revival Selection,PS3,2011.0,Action,Capcom,0.0,0.0,180.0,0.0,180.0
8730,Modnation Racers: Road Trip,PSV,2012.0,Racing,Sony Computer Entertainment,170.0,120.0,0.0,50.0,340.0
8731,Guild Wars,PC,2005.0,Role-Playing,NCSoft,20.0,0.0,0.0,0.0,20.0
8732,Littlest Pet Shop: Jungle,DS,2008.0,Simulation,Electronic Arts,340.0,200.0,0.0,60.0,600.0
8733,Outlaw Golf 2,XB,2004.0,Sports,Global Star,150.0,40.0,0.0,10.0,200.0
8734,Pirates of the Caribbean: At World's End,PSP,2007.0,Action,Disney Interactive Studios,150.0,170.0,0.0,100.0,420.0
8735,Mass Destruction,PS,1997.0,Shooter,BMG Interactive Entertainment,60.0,40.0,0.0,10.0,110.0
8736,Namco Museum: 50th Anniversary,GBA,2005.0,Misc,Namco Bandai Games,140.0,50.0,0.0,0.0,190.0
8737,FIFA 15,X360,2014.0,Sports,Electronic Arts,780.0,2020.0,0.0,300.0,3100.0
8738,Crazy Machines,DS,2008.0,Puzzle,DTP Entertainment,0.0,30.0,0.0,0.0,30.0
8739,Beyblade Evolution,3DS,2013.0,Action,Rising Star Games,20.0,10.0,0.0,0.0,30.0
8740,Power Pro Kun Pocket 14,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,120.0,0.0,120.0
8741,Motto! SoniComi,PS3,2014.0,Simulation,Kadokawa Games,0.0,0.0,20.0,0.0,20.0
8742,Strongest Tokyo University Shogi DS,DS,1985.0,Action,Mycom,0.0,0.0,20.0,0.0,20.0
8743,Tamagotchi,GB,1996.0,Simulation,Namco Bandai Games,0.0,0.0,1440.0,10.0,1450.0
8744,The Typing of the Dead,DC,2000.0,Shooter,Sega,0.0,0.0,50.0,0.0,50.0
8745,A.C.E.: Another Century's Episode 3: The Final,PS2,2007.0,Simulation,Banpresto,0.0,0.0,260.0,0.0,260.0
8746,Cookie & Cream,DS,2007.0,Platform,505 Games,10.0,0.0,0.0,0.0,10.0
8747,ESPN NHL 2K5,PS2,2004.0,Sports,Global Star,430.0,330.0,0.0,110.0,870.0
8748,Dissidia: Final Fantasy Universal Tuning,PSP,2009.0,Fighting,Square Enix,0.0,0.0,60.0,0.0,60.0
8749,J-League Winning Eleven 2009: Club Championship,PS2,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,80.0,0.0,80.0
8750,Tomb Raider: Underworld,DS,2008.0,Action,Eidos Interactive,160.0,30.0,0.0,20.0,210.0
8751,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007.0,Role-Playing,Square Enix,220.0,10.0,420.0,20.0,670.0
8752,Tony Hawk: Shred,PS3,2010.0,Sports,Activision,180.0,70.0,0.0,40.0,290.0
8753,Lemony Snicket's A Series of Unfortunate Events,GBA,2004.0,Platform,Activision,300.0,110.0,0.0,10.0,420.0
8754,Jeep Thrills,Wii,2008.0,Racing,Zoo Digital Publishing,180.0,0.0,0.0,10.0,190.0
8755,NCAA Football 10,PS3,2009.0,Sports,Electronic Arts,750.0,0.0,0.0,60.0,810.0
8756,Just Cause 3,XOne,2015.0,Action,Square Enix,420.0,380.0,0.0,70.0,870.0
8757,Karaoke Revolution Party,XB,2005.0,Misc,Konami Digital Entertainment,50.0,10.0,0.0,0.0,60.0
8758,Fireblade,PS2,2002.0,Action,Midway Games,90.0,70.0,0.0,20.0,180.0
8759,Mega Man Battle Network 2,GBA,2002.0,Action,Ubisoft,220.0,80.0,0.0,10.0,310.0
8760,Hotel for Dogs,Wii,2009.0,Simulation,505 Games,40.0,0.0,0.0,0.0,40.0
8761,Garfield Gets Real,DS,2009.0,Action,Zushi Games,0.0,20.0,0.0,0.0,20.0
8762,Dragon Age Origins: Awakening,X360,2010.0,Role-Playing,Electronic Arts,330.0,100.0,0.0,40.0,470.0
8763,The Adventures of Darwin,PS2,2006.0,Strategy,Essential Games,10.0,0.0,30.0,0.0,40.0
8764,Amagami,PSV,2014.0,Adventure,Kadokawa Games,0.0,0.0,40.0,0.0,40.0
8765,Disney's Aladdin,GBA,2003.0,Platform,Capcom,20.0,10.0,0.0,0.0,30.0
8766,Medal of Honor: European Assault (All Region sales),PS2,2005.0,Shooter,Electronic Arts,890.0,690.0,90.0,210.0,1880.0
8767,Battleborn,XOne,2016.0,Shooter,Take-Two Interactive,80.0,40.0,0.0,10.0,130.0
8768,Karaoke Revolution Presents American Idol Encore,X360,2008.0,Misc,Konami Digital Entertainment,100.0,0.0,0.0,10.0,110.0
8769,Street Fighter Collection,SAT,1996.0,Fighting,Capcom,0.0,0.0,110.0,0.0,110.0
8770,Tokimeki Memorial: Girl's Side,PS2,2002.0,Adventure,Konami Digital Entertainment,0.0,0.0,80.0,0.0,80.0
8771,OZMAFIA!! -vivace-,PSV,2015.0,Adventure,dramatic create,0.0,0.0,30.0,0.0,30.0
8772,Silent Hunter 5: Battle of the Atlantic,PC,2010.0,Simulation,Ubisoft,0.0,210.0,0.0,50.0,260.0
8773,Sonic Unleashed,Wii,2008.0,Platform,Sega,1280.0,680.0,20.0,210.0,2190.0
8774,Shining Force NEO,PS2,2005.0,Role-Playing,Sega,60.0,40.0,0.0,10.0,110.0
8775,Black & Bruised,PS2,2003.0,Fighting,Vivendi Games,80.0,60.0,0.0,20.0,160.0
8776,Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,Electronic Arts,800.0,630.0,0.0,210.0,1640.0
8777,Rugby League Live,PS3,2010.0,Sports,Home Entertainment Suppliers,0.0,20.0,0.0,10.0,30.0
8778,Need for Speed: Shift,X360,2009.0,Racing,Electronic Arts,730.0,970.0,10.0,220.0,1930.0
8779,Driver 2,PS,2000.0,Action,Atari,2360.0,2100.0,20.0,250.0,4730.0
8780,Nancy Drew: The Model Mysteries,DS,2010.0,Puzzle,THQ,90.0,0.0,0.0,10.0,100.0
8781,X-Men: The Official Game,GC,2006.0,Action,Activision,120.0,30.0,0.0,0.0,150.0
8782,Harry Potter and the Goblet of Fire,XB,2005.0,Action,Electronic Arts,180.0,50.0,0.0,10.0,240.0
8783,DJ Max Technika Tune,PSV,2012.0,Misc,CyberFront,0.0,0.0,10.0,0.0,10.0
8784,Hakuoki: Demon of the Fleeting Blossom,PSP,2009.0,Adventure,Idea Factory,80.0,0.0,0.0,10.0,90.0
8785,Yamaha Supercross,DS,2009.0,Racing,Zoo Digital Publishing,100.0,0.0,0.0,10.0,110.0
8786,Petz Fashion: Dogz & Catz,DS,2009.0,Simulation,Ubisoft,100.0,0.0,0.0,10.0,110.0
8787,LEGO Jurassic World,X360,2015.0,Action,Warner Bros. Interactive Entertainment,470.0,400.0,0.0,80.0,950.0
8788,Warriors of the Lost Empire (JP sales),PSP,2007.0,Role-Playing,Mercury Games,0.0,0.0,20.0,0.0,20.0
8789,MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,510.0,400.0,0.0,130.0,1040.0
8790,Fatal Fury 2,SNES,1993.0,Fighting,Takara,0.0,0.0,450.0,0.0,450.0
8791,Just Cause 2,PC,2010.0,Action,Square Enix,0.0,100.0,0.0,30.0,130.0
8792,Godzilla: Domination!,GBA,2002.0,Fighting,Atari,200.0,70.0,0.0,10.0,280.0
8793,Don King Boxing,DS,2009.0,Sports,Take-Two Interactive,60.0,10.0,0.0,10.0,80.0
8794,Ninja Reflex,DS,2008.0,Action,Electronic Arts,90.0,0.0,0.0,10.0,100.0
8795,Disney's Kim Possible 2: Drakken's Demise,GBA,2004.0,Platform,Disney Interactive Studios,470.0,170.0,0.0,10.0,650.0
8796,Dragon Ball: Raging Blast,X360,2009.0,Fighting,Namco Bandai Games,360.0,90.0,20.0,40.0,510.0
8797,SpongeBob SquarePants: The Yellow Avenger,DS,2005.0,Action,THQ,320.0,0.0,0.0,20.0,340.0
8798,Cool Boarders 4,PS,1998.0,Sports,989 Studios,650.0,440.0,0.0,80.0,1170.0
8799,Tennis no Oji-Sama: Driving Smash! Side King,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,20.0,0.0,20.0
8800,Real Robots Final Attack,PS,1998.0,Shooter,Banpresto,0.0,0.0,70.0,10.0,80.0
8801,That's So Raven: Psychic on the Scene,DS,2006.0,Adventure,Disney Interactive Studios,230.0,0.0,0.0,20.0,250.0
8802,Gundam Breaker 3,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,120.0,0.0,120.0
8803,Imagine: Babyz,DS,2007.0,Simulation,Ubisoft,1300.0,1270.0,0.0,310.0,2880.0
8804,Devil Kings,PS2,2005.0,Action,Capcom,30.0,30.0,180.0,10.0,250.0
8805,Monster Hunter Frontier Online: Season 9.0,X360,2010.0,Role-Playing,Capcom,0.0,0.0,40.0,0.0,40.0
8806,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,660.0,450.0,40.0,210.0,1360.0
8807,FIFA 12,Wii,2011.0,Sports,Electronic Arts,160.0,520.0,0.0,110.0,790.0
8808,Start the Party! Save the World,PS3,2011.0,Misc,Sony Computer Entertainment,0.0,90.0,0.0,30.0,120.0
8809,Star Wars: Lethal Alliance,DS,2006.0,Action,Ubisoft,80.0,10.0,0.0,10.0,100.0
8810,Top Gun: Combat Zones,PS2,2001.0,Simulation,Titus,450.0,350.0,0.0,120.0,920.0
8811,Gretzky NHL,PSP,2005.0,Sports,Sony Computer Entertainment,100.0,0.0,0.0,10.0,110.0
8813,AIR,PSP,2007.0,Adventure,Prototype,0.0,0.0,20.0,0.0,20.0
8814,World Tour Soccer 2003,PS2,2002.0,Sports,Sony Computer Entertainment,70.0,50.0,0.0,20.0,140.0
8815,Bella Sara,DS,2008.0,Misc,Codemasters,40.0,30.0,0.0,10.0,80.0
8816,O.D.T.: Escape... Or Die Trying,PS,1997.0,Adventure,Psygnosis,70.0,50.0,0.0,10.0,130.0
8817,Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,10.0,160.0,90.0,30.0,290.0
8818,We Sing UK Hits,Wii,2011.0,Misc,Nordic Games,0.0,160.0,0.0,20.0,180.0
8819,The Walking Dead: Season Two,PSV,2014.0,Adventure,Telltale Games,100.0,0.0,10.0,30.0,140.0
8820,Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,40.0,10.0,10.0,0.0,60.0
8821,Ape Escape,PS3,2010.0,Platform,Sony Computer Entertainment,0.0,30.0,0.0,10.0,40.0
8822,Naughty Bear,PS3,2010.0,Action,505 Games,180.0,180.0,0.0,70.0,430.0
8823,Final Fantasy XI: All-In-One Pack 2006,X360,2006.0,Role-Playing,Square Enix,0.0,0.0,20.0,0.0,20.0
8824,Yokai Watch 3,3DS,2016.0,Action,Level 5,0.0,0.0,1270.0,0.0,1270.0
8825,Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,50.0,0.0,50.0
8826,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004.0,Action,Konami Digital Entertainment,100.0,30.0,0.0,0.0,130.0
8827,Arcana Heart 3,X360,2011.0,Fighting,PQube,0.0,30.0,20.0,0.0,50.0
8828,Street Fighter Alpha 2,SAT,1995.0,Fighting,Virgin Interactive,0.0,0.0,320.0,0.0,320.0
8829,Shonen Jump's One Piece: Grand Battle,PS2,2005.0,Fighting,Atari,70.0,50.0,0.0,20.0,140.0
8830,Final Fantasy II Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,360.0,30.0,70.0,40.0,500.0
8831,Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,500.0,1590.0,310.0,870.0,3270.0
8832,Baseball Blast!,Wii,2009.0,Sports,Take-Two Interactive,140.0,0.0,0.0,10.0,150.0
8833,Sonic Rivals 2,PSP,2007.0,Racing,Sega,440.0,690.0,0.0,390.0,1520.0
8834,Double Sequence: The Q-Virus Invasion,DS,2008.0,Puzzle,Zoo Digital Publishing,10.0,0.0,0.0,0.0,10.0
8835,Power Shovel,PS,2000.0,Action,JVC,30.0,20.0,0.0,0.0,50.0
8836,Teenage Mutant Ninja Turtles,GBA,2003.0,Action,Unknown,670.0,250.0,0.0,20.0,940.0
8837,Devil's Third,WiiU,2015.0,Action,Nintendo,40.0,20.0,0.0,10.0,70.0
8838,Samurai Warriors 4,PS3,2014.0,Action,Tecmo Koei,0.0,0.0,260.0,0.0,260.0
8839,Santa Claus Is Comin' to Town!,DS,2011.0,Puzzle,Crave Entertainment,70.0,0.0,0.0,10.0,80.0
8840,Germany's Next Topmodel 2011,Wii,2011.0,Simulation,7G//AMES,0.0,20.0,0.0,0.0,20.0
8841,SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003.0,Platform,THQ,450.0,100.0,0.0,20.0,570.0
8842,Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009.0,Adventure,GSP,120.0,330.0,0.0,60.0,510.0
8843,Super Speed Machines,DS,2009.0,Racing,Midas Interactive Entertainment,20.0,0.0,0.0,0.0,20.0
8844,Endless Ocean,Wii,2007.0,Adventure,Nintendo,440.0,470.0,90.0,90.0,1090.0
8845,Home Run King,GC,2002.0,Sports,Sega,90.0,20.0,0.0,0.0,110.0
8846,Backyard NFL Football,Wii,2007.0,Sports,Atari,20.0,0.0,0.0,0.0,20.0
8847,NFL Quarterback Club 99,N64,1998.0,Sports,Acclaim Entertainment,590.0,20.0,0.0,0.0,610.0
8848,Clock Tower II: The Struggle Within,PS,1998.0,Adventure,Human Entertainment,20.0,10.0,120.0,10.0,160.0
8850,Sudoku Fever,GBA,2006.0,Puzzle,Take-Two Interactive,50.0,20.0,0.0,0.0,70.0
8851,Ben 10: Alien Force,Wii,2008.0,Action,Koch Media,520.0,210.0,0.0,70.0,800.0
8852,Tomb Raider: Underworld,PS3,2008.0,Action,Eidos Interactive,450.0,560.0,50.0,220.0,1280.0
8853,Battles of Prince of Persia,DS,2005.0,Strategy,Ubisoft,100.0,10.0,0.0,10.0,120.0
8854,Mary-Kate and Ashley: Winners Circle,PS,2001.0,Action,Acclaim Entertainment,80.0,50.0,0.0,10.0,140.0
8855,Danball Senki,PSP,2011.0,Role-Playing,Level 5,0.0,0.0,390.0,0.0,390.0
8856,Wild ARMs: Alter Code F,PS2,2003.0,Role-Playing,Sony Computer Entertainment,50.0,40.0,0.0,10.0,100.0
8857,Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1930.0,1580.0,0.0,190.0,3700.0
8858,Tom Clancy's Ghost Recon 2,GC,2005.0,Shooter,Ubisoft,60.0,10.0,0.0,0.0,70.0
8859,Watch Dogs,XOne,2014.0,Action,Ubisoft,900.0,530.0,0.0,130.0,1560.0
8860,Zumba Fitness: World Party,Wii,2013.0,Misc,Majesco Entertainment,140.0,110.0,0.0,30.0,280.0
8861,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002.0,Sports,DigiCube,0.0,0.0,60.0,0.0,60.0
8862,Bullet Soul: Tama Tamashii,X360,2011.0,Shooter,5pb,0.0,0.0,10.0,0.0,10.0
8863,The Ant Bully,GC,2006.0,Platform,Midway Games,90.0,20.0,0.0,0.0,110.0
8864,101-in-1 Party Megamix Wii,Wii,2009.0,Misc,Nordcurrent,190.0,10.0,0.0,20.0,220.0
8865,Iron Man,PSP,2008.0,Action,Sega,460.0,90.0,0.0,90.0,640.0
8866,The King of Fighters 2002: Unlimited Match,PS2,2009.0,Fighting,SNK Playmore,0.0,0.0,40.0,0.0,40.0
8867,007: Quantum of Solace,PC,2008.0,Action,Activision,10.0,10.0,0.0,0.0,20.0
8868,Street Hoops,XB,2002.0,Sports,Activision,210.0,60.0,0.0,10.0,280.0
8869,NFL Blitz 2000,N64,1999.0,Sports,Midway Games,550.0,20.0,0.0,0.0,570.0
8870,Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008.0,Strategy,Tecmo Koei,0.0,0.0,30.0,0.0,30.0
8871,Outlaw Tennis,PS2,2005.0,Sports,Global Star,40.0,30.0,0.0,10.0,80.0
8872,Tunnel B1,PS,1996.0,Action,Ocean,50.0,30.0,0.0,10.0,90.0
8874,Tony Hawk: RIDE,PS3,2009.0,Sports,Activision,380.0,150.0,0.0,80.0,610.0
8875,Night Head: The Labyrinth,PS,1995.0,Adventure,Fuji,0.0,0.0,30.0,0.0,30.0
8876,Disney's Donald Duck: Goin' Quackers,PS2,2000.0,Platform,Ubisoft,40.0,30.0,0.0,10.0,80.0
8877,Momotarou Dentetsu 15,PS2,2005.0,Misc,Hudson Soft,0.0,0.0,220.0,0.0,220.0
8878,Mechanic Escape,PS3,2012.0,Platform,D3Publisher,0.0,0.0,40.0,0.0,40.0
8879,Karnaaj Rally,GBA,2003.0,Racing,Jaleco,10.0,0.0,0.0,0.0,10.0
8880,Shrek's Carnival Craze Party Games,Wii,2008.0,Misc,Activision,280.0,0.0,0.0,20.0,300.0
8881,Brothers Conflict: Brilliant Blue,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,30.0,0.0,30.0
8882,Harry Potter and the Sorcerer's Stone,GC,2003.0,Action,Electronic Arts,60.0,20.0,0.0,0.0,80.0
8883,Showdown: Legends of Wrestling,PS2,2004.0,Fighting,Acclaim Entertainment,150.0,110.0,0.0,40.0,300.0
8884,Kanokon: Esuii,PS2,2008.0,Adventure,5pb,0.0,0.0,10.0,0.0,10.0
8885,SSX,PS3,2012.0,Sports,Electronic Arts,350.0,420.0,20.0,140.0,930.0
8886,Tony Hawk: Shred,X360,2010.0,Sports,Activision,170.0,70.0,0.0,20.0,260.0
8887,No More Heroes: Heroes' Paradise,PS3,2010.0,Action,Konami Digital Entertainment,100.0,40.0,40.0,20.0,200.0
8888,Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,150.0,220.0,0.0,60.0,430.0
8889,Elebits,Wii,2006.0,Action,Konami Digital Entertainment,220.0,10.0,80.0,20.0,330.0
8890,Kagero: Deception II,PS,1998.0,Strategy,Virgin Interactive,30.0,20.0,220.0,20.0,290.0
8891,WWE Raw 2,XB,2003.0,Fighting,THQ,430.0,110.0,0.0,20.0,560.0
8892,Hunted: The Demon's Forge,PS3,2011.0,Action,Bethesda Softworks,120.0,80.0,20.0,40.0,260.0
8893,FIFA Street 3,PS3,2008.0,Sports,Electronic Arts,80.0,180.0,0.0,60.0,320.0
8894,Outlaw Golf: Nine Holes of Christmas,XB,2002.0,Sports,Simon & Schuster Interactive,80.0,20.0,0.0,0.0,100.0
8895,Metal Slug XX,PSP,2009.0,Shooter,DHM Interactive,30.0,0.0,0.0,0.0,30.0
8896,Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,80.0,0.0,30.0,10.0,120.0
8897,Uta Kumi 575,PSV,2014.0,Misc,Sega,0.0,0.0,20.0,0.0,20.0
8898,Tomba! 2: The Evil Swine Return,PS,1999.0,Platform,Sony Computer Entertainment,160.0,110.0,0.0,20.0,290.0
8899,Jikkyou Powerful Pro Yakyuu 2,SNES,1995.0,Sports,Konami Digital Entertainment,0.0,0.0,270.0,0.0,270.0
8900,SD Gundam GNext,SNES,1995.0,Strategy,Namco Bandai Games,0.0,0.0,200.0,0.0,200.0
8901,Petz: Horseshoe Ranch,DS,2009.0,Adventure,Ubisoft,160.0,0.0,0.0,10.0,170.0
8902,Namco Tennis Smash Court,PS,1995.0,Sports,Sony Computer Entertainment,0.0,0.0,230.0,20.0,250.0
8903,Ys I & II Chronicles,PSP,2009.0,Role-Playing,Falcom Corporation,50.0,0.0,30.0,10.0,90.0
8904,Gunslingers,Wii,2010.0,Shooter,Neko Entertainment,80.0,60.0,0.0,20.0,160.0
8905,Gundam Battle Chronicle,PSP,2007.0,Action,Namco Bandai Games,0.0,0.0,220.0,0.0,220.0
8906,Animal Crossing: New Leaf,3DS,2012.0,Simulation,Nintendo,2009.9999999999998,2320.0,4360.0,410.0,9100.0
8907,Klonoa Beach Volleyball,PS,2002.0,Sports,Namco Bandai Games,30.0,20.0,0.0,0.0,50.0
8908,UnchainBlades EXXiV,3DS,2012.0,Role-Playing,FuRyu,0.0,0.0,20.0,0.0,20.0
8909,RoadKill,GC,2003.0,Action,Midway Games,20.0,10.0,0.0,0.0,30.0
8910,Front Mission,SNES,1995.0,Strategy,SquareSoft,0.0,0.0,600.0,0.0,600.0
8911,Rock Band Country Track Pack 2,X360,2011.0,Misc,MTV Games,40.0,0.0,0.0,0.0,40.0
8912,Mega Man Network Transmission,GC,2003.0,Platform,Capcom,130.0,30.0,0.0,0.0,160.0
8913,50 Cent: Blood on the Sand,PS3,2009.0,Shooter,THQ,100.0,60.0,10.0,30.0,200.0
8914,Sitting Ducks,PS2,2003.0,Platform,LSP Games,30.0,20.0,0.0,10.0,60.0
8915,Angry Birds Trilogy,3DS,2012.0,Action,Activision,380.0,200.0,0.0,50.0,630.0
8916,Nicktoons: Attack of the Toybots,PS2,2007.0,Platform,THQ,240.0,190.0,0.0,60.0,490.0
8917,Xevious 3D/G+,PS,1997.0,Shooter,Sony Computer Entertainment,10.0,10.0,110.0,10.0,140.0
8918,Monkey Hero,PS,1998.0,Action,Take-Two Interactive,40.0,30.0,0.0,0.0,70.0
8919,MLB 09: The Show,PSP,2009.0,Sports,Sony Computer Entertainment,240.0,0.0,0.0,20.0,260.0
8920,The Weakest Link,PS,2001.0,Misc,Activision,50.0,30.0,0.0,10.0,90.0
8921,Front Mission 3,PS,1999.0,Strategy,SquareSoft,100.0,70.0,310.0,30.0,510.0
8922,Saints Row IV,X360,2013.0,Action,Deep Silver,1010.0,530.0,10.0,140.0,1690.0
8923,Skylanders: SuperChargers,XOne,2015.0,Action,Activision,160.0,50.0,0.0,20.0,230.0
8924,Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005.0,Action,D3Publisher,40.0,20.0,0.0,0.0,60.0
8925,Storm Lover 2nd V,PSV,2016.0,Adventure,D3Publisher,0.0,0.0,20.0,0.0,20.0
8926,Shin Super Robot Taisen,PS,1996.0,Role-Playing,Banpresto,0.0,0.0,520.0,40.0,560.0
8927,Fullmetal Alchemist: Dual Sympathy,DS,2005.0,Role-Playing,Empire Interactive,50.0,0.0,40.0,0.0,90.0
8928,Imagine: Ballet Star,DS,2008.0,Simulation,Ubisoft,230.0,10.0,0.0,20.0,260.0
8929,Amped: Freestyle Snowboarding,XB,2001.0,Sports,Microsoft Game Studios,690.0,110.0,0.0,20.0,820.0
8930,Codename Tenka,PS,1997.0,Shooter,Psygnosis,50.0,30.0,0.0,10.0,90.0
8931,Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013.0,Misc,Konami Digital Entertainment,0.0,80.0,80.0,10.0,170.0
8932,Darkwatch,XB,2005.0,Shooter,Ubisoft,160.0,50.0,0.0,10.0,220.0
8933,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013.0,Sports,Nintendo,390.0,220.0,130.0,60.0,800.0
8934,The Witch and the Hundred Knight,PS3,2013.0,Role-Playing,Nippon Ichi Software,60.0,20.0,100.0,10.0,190.0
8935,Hakuouki: Zuisouroku,PS2,2009.0,Adventure,Idea Factory,0.0,0.0,40.0,0.0,40.0
8936,Let's Dance with Mel B,PS3,2011.0,Sports,Black Bean Games,0.0,20.0,0.0,10.0,30.0
8937,Race Driver: Create & Race,DS,2007.0,Racing,Codemasters,10.0,0.0,0.0,0.0,10.0
8938,Super Scribblenauts,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,1080.0,310.0,0.0,110.0,1500.0
8939,Clu Clu Land,NES,1984.0,Puzzle,Nintendo,420.0,100.0,280.0,20.0,820.0
8940,FIFA Soccer 10,PC,2009.0,Sports,Electronic Arts,0.0,40.0,0.0,10.0,50.0
8941,Naruto: Ninja Destiny (US sales),DS,2006.0,Fighting,Namco Bandai Games,310.0,0.0,0.0,0.0,310.0
8942,We Cheer 2,Wii,2009.0,Simulation,Namco Bandai Games,240.0,0.0,0.0,20.0,260.0
8943,Hot Wheels: Beat That!,DS,2007.0,Racing,Activision,220.0,0.0,0.0,20.0,240.0
8944,LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action,Disney Interactive Studios,290.0,280.0,0.0,60.0,630.0
8945,Lucky * Star: Ryouou Gakuen Outousai,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,100.0,0.0,100.0
8946,NCAA Football 13,PS3,2012.0,Action,Electronic Arts,820.0,0.0,0.0,60.0,880.0
8947,Return to Castle Wolfenstein: Tides of War,XB,2003.0,Shooter,Activision,490.0,160.0,0.0,20.0,670.0
8948,Six Flags Fun Park,DS,2008.0,Misc,Brash Entertainment,170.0,0.0,0.0,10.0,180.0
8949,Touhou Genso Rondo: Bullet Ballet,PS4,2016.0,Shooter,Nippon Ichi Software,10.0,0.0,0.0,0.0,10.0
8950,Meru Purana,PS,1996.0,Strategy,Gust,0.0,0.0,10.0,0.0,10.0
8951,Point Blank DS (JP sales),DS,2006.0,Shooter,Atari,0.0,0.0,70.0,0.0,70.0
8952,Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,280.0,220.0,0.0,70.0,570.0
8953,Disney Infinity 3.0,PS3,2015.0,Action,Disney Interactive Studios,140.0,250.0,0.0,80.0,470.0
8954,Alien: Isolation,XOne,2014.0,Shooter,Sega,220.0,240.0,0.0,40.0,500.0
8955,Etrian Odyssey II: Heroes of Lagaard,DS,2008.0,Role-Playing,Atlus,100.0,0.0,160.0,10.0,270.0
8956,ESPN College Hoops 2K5,XB,2004.0,Sports,Sega,290.0,80.0,0.0,10.0,380.0
8957,Shrek the Third,PSP,2007.0,Action,Activision,80.0,150.0,0.0,90.0,320.0
8958,The Talos Principle,PS4,2015.0,Puzzle,Devolver Digital,0.0,20.0,0.0,0.0,20.0
8959,WipEout Pulse,PSP,2007.0,Racing,Sony Computer Entertainment,130.0,120.0,0.0,60.0,310.0
8960,Butt Ugly Martians: B.K.M. Battles,GBA,2002.0,Action,Vivendi Games,180.0,70.0,0.0,0.0,250.0
8961,Utawarerumono: Futari no Hakuoro,PSV,2016.0,Misc,Aqua Plus,0.0,0.0,50.0,0.0,50.0
8962,Dark Half,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,40.0,0.0,40.0
8963,Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,10.0,60.0,0.0,20.0,90.0
8964,World Cup 98,N64,1998.0,Sports,Electronic Arts,140.0,400.0,0.0,40.0,580.0
